1.2,0,67,0.827188333
5.7,0,51,0.679199167
6.5,0,95,0.437471667
2,0,75,0.218921667
-2.7,0,31,0.196776667
-1.7,0,56,0.196214167
-3.4,0,39,0.253661667
-3.3,0,33,0.296078333
-2.1,0,36,0.440345833
0.3,0,32,0.3560425
-3.8,0,40,0.149530833
-5.2,0,49,0.13912
-4.5,0.4,37,0.140128333
-3.4,0,43,0.222750833
-0.4,0,51,0.259151667
-0.2,0.1,69,0.390848333
1.7,0,69,0.3277975
-6.3,0.2,44,0.1223175
-12.8,0,33,0.120056667
-10.5,0,38,0.129485833
-7.1,0,51,0.154546667
-7.6,0,50,0.195150833
-11.5,0,30,0.292710833
-14.4,0,38,0.2254475
-9.4,0,50,0.114405
-3.3,0.3,78,0.121440833
-1.1,0,63,0.118766667
-0.5,0,58,0.200500833
1.9,0,49,0.251931667
0.6,0,40,0.411123333
-3.9,0,39,0.3429825
-6,0,40,0.107944167
-5.3,0,44,0.130660833
-2.4,0,56,0.286928333
-0.7,0,55,0.278761667
-2.2,0,44,0.4239125
-3.1,0,50,0.533939167
-2.9,0,48,0.4555175
1.3,0,71,0.539740833
0.3,0,49,0.6405275
2.7,0,40,0.471638333
8.1,0.1,46,0.1856275
8.4,18,32,0.211608333
11,21,15,0.331321667
-2.6,2.5,29,0.2682375
-5.8,0,32,0.106721667
-2.7,0.8,27,0.1377825
0,0,38,0.209225
3.5,0,44,0.185679167
2.3,0,82,0.260068333
1.3,0,44,0.3782825
-0.6,0,26,0.315049167
1.1,0,43,0.162339167
0.7,0.9,54,0.158834167
-3,0,32,0.146510833
-0.2,0,51,0.205875833
2.2,0,49,0.240533333
3.3,0.2,65,0.353239167
0.7,4.1,46,0.31842
-3.8,0,64,0.2882975
-2.7,0,31,0.802814167
3.1,0,36,0.223035
8.1,0,55,0.237186667
13.2,0.1,68,0.357186667
11.3,40,22,0.647688333
7.9,0.2,94,0.528381667
8.1,0,108,0.161616667
2.7,0,72,0.152988333
0.3,0,44,0.147043333
-1.1,0,34,0.188850833
-0.5,0,36,0.287249167
2,0,43,0.508496667
3.7,0.1,61,0.436235833
4.7,0,64,0.1452175
5.2,0,57,0.117055833
7.5,0,64,0.119186667
9.3,0,76,0.142196667
13.4,0,68,0.207900833
11.4,0,77,0.370615
10.6,0,82,0.304718333
9.9,0,87,0.118344167
8,0,72,0.1174025
8.2,0,81,0.150811667
7.2,0,41,0.240499167
7.1,0,70,0.28062
6.5,0,66,0.5178775
7.2,0,68,0.381588333
9.8,0,70,0.110714167
11.3,0.1,97,0.101786667
11.5,0,91,0.083310833
13.5,0,51,0.117748333
15.3,0,71,0.177793333
15,0,80,0.2940675
10.7,2,52,0.283720833
12.3,0,30,0.0758075
11.4,0,58,0.07152
14.4,3,74,0.0798725
14.1,7.5,43,0.136475833
11.1,0,76,0.202549167
10.7,0,117,0.372226667
13.4,0,134,0.3325125
12.5,0,48,0.1311
14.1,0,57,0.2159825
15.6,1,58,0.4505675
12.4,0,57,0.145889167
15,0,54,0.219755
14.9,23.5,51,0.414288333
10.8,20.5,46,0.35128
11.2,1.5,62,0.111663333
12,0,45,0.107039167
14.3,0.5,63,0.119491667
13.5,17,27,0.160328333
13.5,0,81,0.2102725
13.5,0,198,0.3558525
15.5,0,144,0.305411667
17.2,0,76,0.173434167
21.1,0,78,0.209774167
17.2,0,50,0.4445425
17.2,0,58,0.548314167
16.2,0.3,63,0.71789
15.9,0,75,0.914103333
18.8,0,44,0.421975
21.1,16.5,46,0.203430833
12.9,27,18,0.218279167
15.7,0,49,0.367105833
18.9,7.5,54,0.535490833
16.3,9.5,51,0.430033333
16.5,0,114,0.350365833
19.4,0,52,0.241590833
20.2,0,59,0.103636667
14.5,13.5,31,0.107106667
16.4,0,28,0.196800833
17.8,0,29,0.276529167
18.6,0.5,39,0.3470125
20.2,0,34,0.563304167
17.4,45,33,0.428685833
15.9,2.5,35,0.17961
19.3,0,67,0.152298333
22.3,0,51,0.1515525
24.3,0,39,0.17877
24,0,53,0.265648333
24.1,0,38,0.343171667
24.7,0,55,0.343171667
23.3,0,67,0.128121667
