,0
0,14.95101261138916
1,45.997013092041016
2,14.95101261138916
3,29.659727096557617
4,14.95101261138916
5,14.95101261138916
6,31.372997283935547
7,32.26667022705078
8,14.95101261138916
9,31.372997283935547
10,29.659727096557617
11,45.997013092041016
12,14.95101261138916
13,14.95101261138916
14,14.95101261138916
15,47.069671630859375
16,14.95101261138916
17,14.95101261138916
18,14.95101261138916
19,47.069671630859375
20,47.069671630859375
21,15.695439338684082
22,15.695446968078613
23,31.372997283935547
24,45.99699401855469
25,45.997013092041016
26,26.24966049194336
27,25.07308006286621
28,31.372997283935547
29,45.997013092041016
30,45.997013092041016
31,26.24991798400879
32,26.24991798400879
33,31.374420166015625
34,45.997013092041016
35,45.997013092041016
36,16.404386520385742
37,29.659727096557617
38,17.409255981445312
39,28.520153045654297
40,17.409255981445312
41,35.51271057128906
42,45.997013092041016
43,35.51271057128906
44,17.409255981445312
45,29.65987777709961
46,37.053932189941406
47,37.053932189941406
48,37.053932189941406
49,37.07219314575195
50,55.09585952758789
51,37.053932189941406
52,37.56002426147461
53,55.09585952758789
54,55.09585952758789
55,45.997013092041016
56,45.997013092041016
57,26.24991798400879
58,26.24991798400879
59,31.388391494750977
60,31.372997283935547
61,45.997013092041016
62,45.997013092041016
63,26.24991798400879
64,26.24991798400879
65,26.24991798400879
66,26.24991798400879
67,35.51271438598633
68,45.997013092041016
69,45.997013092041016
70,26.24991798400879
71,15.695547103881836
72,26.24991798400879
73,35.51271057128906
74,26.24991798400879
75,29.659961700439453
76,17.409257888793945
77,35.51271057128906
78,17.409255981445312
79,29.65986442565918
80,29.659727096557617
81,17.409255981445312
82,26.478492736816406
83,45.997013092041016
84,15.695446968078613
85,15.695446968078613
86,31.372997283935547
87,45.99699783325195
88,26.24991798400879
89,31.37356185913086
90,45.997013092041016
91,45.997013092041016
92,45.997013092041016
93,15.695446968078613
94,45.997013092041016
95,45.997013092041016
96,55.09585952758789
97,45.997013092041016
98,45.997013092041016
99,37.053932189941406
100,17.409151077270508
101,29.659727096557617
102,35.51271057128906
103,26.24991798400879
104,35.51271438598633
105,45.997013092041016
106,26.24991798400879
107,35.51271057128906
108,17.409191131591797
109,29.659727096557617
110,15.695446968078613
111,31.372987747192383
112,31.372997283935547
113,45.997013092041016
114,45.997013092041016
115,37.053932189941406
116,37.053932189941406
117,37.15070724487305
118,55.09585952758789
119,55.09585952758789
120,45.997013092041016
121,15.695448875427246
122,31.372997283935547
123,45.997013092041016
124,31.372997283935547
125,35.51271057128906
126,26.24991798400879
127,37.26889419555664
128,53.51179504394531
129,29.65976333618164
130,42.69805908203125
131,29.659727096557617
132,29.659727096557617
