,0,y_test
0,0.042058177292346954,0.330741667
1,0.26654207706451416,0.5850966670000001
2,0.24401524662971497,0.722375
3,0.2390499711036682,0.6606575
4,0.05992651730775833,0.6606575
5,0.2619776427745819,0.390235833
6,0.1929454803466797,0.105991667
7,0.239547997713089,0.086726667
8,0.24786502122879028,0.09453333300000001
9,0.23769617080688477,0.09771333300000001
10,0.2253190279006958,0.134181667
11,0.2257775068283081,0.1823025
12,0.22994613647460938,0.1990575
13,0.237545907497406,0.095943333
14,0.12229616194963455,0.114925833
15,0.24418964982032776,0.212328333
16,0.058819033205509186,0.244814167
17,0.25928083062171936,0.319531667
18,0.23419493436813354,0.492213333
19,0.11758246272802353,0.370084167
20,0.2795388996601105,0.451213333
21,0.2628304660320282,0.53513
22,0.2653835713863373,0.6106075
23,0.23357301950454712,0.611295833
24,0.2568744719028473,0.5131916670000001
25,-0.008138293400406837,0.4933275
26,0.24113285541534424,0.358853333
27,0.23436081409454346,0.13028
28,0.22547847032546997,0.1288075
29,0.2260270118713379,0.14018333300000002
30,0.22536355257034302,0.182161667
31,0.22603189945220947,0.29047249999999997
32,0.22604405879974365,0.227389167
33,0.22594082355499268,0.097584167
34,0.22580647468566895,0.093779167
35,0.22600650787353516,0.094766667
36,0.22604161500930786,0.126396667
37,0.2260403037071228,0.168341667
38,0.2615358233451843,0.271971667
39,0.24579966068267822,0.226101667
40,0.15128546953201294,0.10248583300000001
41,0.26158207654953003,0.10759
42,0.6234962940216064,0.1332925
43,0.22568142414093018,0.164884167
44,0.22572177648544312,0.22623416699999999
45,0.22404807806015015,0.35139000000000004
46,0.22033143043518066,0.2964425
47,0.22329789400100708,0.147555
48,0.2211977243423462,0.18888333300000001
49,0.28643250465393066,0.204464167
50,0.22491532564163208,0.177030833
51,0.22480416297912598,0.051770000000000004
52,0.2254202961921692,0.288008333
53,0.22588324546813965,0.5290024999999999
54,0.22642731666564941,0.3912825
55,0.328666090965271,0.127575
56,0.2964107394218445,0.11831833300000001
57,0.3017311692237854,0.12328333300000001
58,0.20586693286895752,0.163111667
59,0.5552689433097839,0.24980833300000002
60,0.2143716812133789,0.41237749999999995
61,0.22603583335876465,0.361775
62,0.22603291273117065,0.14081833300000002
63,0.2952168583869934,0.19001500000000002
64,0.28693896532058716,0.291683333
65,0.19328612089157104,0.288465
66,0.2506906986236572,0.34514583299999996
67,0.22583860158920288,0.545440833
68,0.22458213567733765,0.444705833
69,0.20808488130569458,0.17761833300000002
70,0.2976394295692444,0.162235
71,0.22793269157409668,0.196538333
72,0.38849055767059326,0.226274167
73,0.2962070107460022,0.3119125
74,0.2715945243835449,0.49905
75,0.3062838912010193,0.476575
76,0.30395108461380005,0.191101667
77,0.30107957124710083,0.20925500000000002
78,0.21157222986221313,0.2872825
79,0.29815810918807983,0.24794666699999998
80,0.2994404435157776,0.22608000000000003
81,0.30461710691452026,0.307793333
82,0.30611318349838257,0.2675375
83,0.18317711353302002,0.10622999999999999
84,0.18851244449615479,0.10445750000000001
85,0.30290311574935913,0.149716667
86,0.2794099450111389,0.183941667
87,0.27633199095726013,0.240145833
88,0.19582825899124146,0.37957333299999996
89,0.20175868272781372,0.34093916700000004
90,0.3033028244972229,0.144528333
91,0.305752694606781,0.148444167
92,0.18254655599594116,0.08913
93,0.13636112213134766,0.18249416699999998
94,0.1452479064464569,0.232465
95,0.3054355978965759,0.35092333299999995
96,0.2801874279975891,0.323639167
97,0.21044152975082397,0.17431833300000002
98,0.18657922744750977,0.203508333
99,0.32167086005210876,0.29459250000000003
100,0.3037605881690979,0.31785583300000003
101,0.4061693847179413,0.41016
102,0.27482640743255615,0.544466667
103,0.2996383309364319,0.427800833
104,0.3042173385620117,0.229470833
105,0.2279389500617981,0.225781667
106,0.23488163948059082,0.227059167
107,0.13454404473304749,0.303699167
108,0.20823895931243896,0.39734749999999996
109,0.29717570543289185,0.48030249999999997
